Page,Section,Description,Filename,Uploader,Date
43,SID CLASSICAL/THEME Early Classical,Goldberg Variations No 29,goldberg.mus,John r,02/21/87
43,SID CLASSICAL/THEME Early Classical,Gram plant'agll ochl,landini.mus,Srsinc,02/16/87
43,SID CLASSICAL/THEME Early Classical,HaHelujah-Handel,hall.mus,David Kwan,10/15/86
43,SID CLASSICAL/THEME Early Classical,Harpslcord Sonata-Arne,ame/6.mus,Sibelius,11/19/86
43,SID CLASSICAL/THEME Early Classical,"Intermezzo,Op76 No4",brim 76.mus,Sibelius,12/27/86
43,SID CLASSICAL/THEME Early Classical,Invention13-Bach/Comm.The,invent.13.mus,JJP,11/06/86
43,SID CLASSICAL/THEME Early Classical,"Jesu,Joy of Mans Desire",joy.mus,ZAK3,01/09/87
43,SID CLASSICAL/THEME Early Classical,Klavlerstruck * W.A.Mozart,klavier.rnus,ZAK3,01/09/87
43,SID CLASSICAL/THEME Early Classical,La Chasse (The Hunt),Ia chasse.mus,Jabba Hutt,01/26/87
43,SID CLASSICAL/THEME Early Classical,Larghetto/Polonaise,larg/polo.mus,Sibelius,12/20/86
43,SID CLASSICAL/THEME Early Classical,Merry Xmas-Mozart,merrymozart.mus,Terryw,10/05/86
43,SID CLASSICAL/THEME Early Classical,Minuet-Mozart,minuet.rnus,VictorM2,10/02/86
43,SID CLASSICAL/THEME Early Classical,Moonlight Phantasy-Mozart,phantasy.mus,A Dent1,11/11/86
43,SID CLASSICAL/THEME Early Classical,Pachelbel's Canon In D,canon in d.mus,John r,02/21/87
43,SID CLASSICAL/THEME Early Classical,Piano sonata #3-W.A.Mozar,sonata 3.mus,ZAK3,01/09/87
43,SID CLASSICAL/THEME Early Classical,Polka-GIinka,polka.mus,Jabba Hutt,10/05/86
43,SID CLASSICAL/THEME Early Classical,Praeludium II - Bach,bach/prlude2.mus,TaRF,01/09/87
43,SID CLASSICAL/THEME Early Classical,Prelude & Fugue 1,wtc1-1.mus,CarlB3,10/04/86
43,SID CLASSICAL/THEME Early Classical,Prelude Fugue 2 - Bach,wtc1-2.mus,CarlB3,10/11/86
43,SID CLASSICAL/THEME Early Classical,Prelude&Fugue #2/remlx,wtc1-2.mus,Semiquaver,01/25/87
43,SID CLASSICAL/THEME Early Classical,Sonatina #2 - Dussek,dussek2.mus,Sibelius,11/30/86
43,SID CLASSICAL/THEME Early Classical,Sonatina No. 4 - Slbelius,dussek4.mus,Sibelius,02/21/87
43,SID CLASSICAL/THEME Early Classical,Sonatina1-Dussek,dussek1.mus,Sibelius,10/31/86
43,SID CLASSICAL/THEME Early Classical,Studio-J.C.Bach,studio.mus,Patience1,10/21/86
43,SID CLASSICAL/THEME Early Classical,Suite In D Minor-WholeNot,handel/dmin.mus,Whole Note,02/22/87
43,SID CLASSICAL/THEME Early Classical,TrloSonata-Corelli,trio sonata.mus,BSAVE,10/02/86
43,SID CLASSICAL/THEME Early Classical,Ut Re Mi Fa Sol La,ut.mus,Sibelius,01/18/87
43,SID CLASSICAL/THEME Early Classical,Violin Concerto in E Mjr,violin.mus,John r,02/21/87
43,SID CLASSICAL/THEME Early Classical,WTC Pre & Fug.#4-Bach,wtc1-4.mus,Sibelius,12/14/86
43,SID CLASSICAL/THEME Early Classical,Well Temp Clavier,wtc1-3.mus,Sibelius,11/15/86
43,SID CLASSICAL/THEME Early Classical,Well Tempered Clavier- 7,wtc1-7.mus,Sibelius,02/21/87
43,SID CLASSICAL/THEME Early Classical,Well Tempered Clavier 8,wtc1-8.mus,Sibelius,02/22/87
43,SID CLASSICAL/THEME Romantic and 20th Century,Arlos&Burlesc-Telemn,arioso.mus,Jabba Hutt,10/05/86
43,SID CLASSICAL/THEME Romantic and 20th Century,Bridal Chorus-Wagner,prelude iii.mus,Gustave,01/26/86
43,SID CLASSICAL/THEME Romantic and 20th Century,Byrd- A Voluntarie,voluntary42.mus,Sibelius,03/08/87
43,SID CLASSICAL/THEME Romantic and 20th Century,Flight Of the Bumble Bee,bumble.mus,King Joyse,12/18/86
43,SID CLASSICAL/THEME Romantic and 20th Century,Gertrudes Dream,gertrude.mus,Jabba Hutt,10/05/86
43,SID CLASSICAL/THEME Romantic and 20th Century,Glory to Egypt/March,grand march.mus,Gustave,12/23/86
43,SID CLASSICAL/THEME Romantic and 20th Century,Kamennoi/Ostrow-Rubinstel,kamennoi.mus,Marvin1,11/29/86
43,SID CLASSICAL/THEME Romantic and 20th Century,Nocturne in Eflat-Chopin,noctume.mus,Herb D1,01/28/87
43,SID CLASSICAL/THEME Romantic and 20th Century,Pictures 2 & 3,pictures2.mus,Fwp,02/22/87
43,SID CLASSICAL/THEME Romantic and 20th Century,Poet & Peasant Overture,poet-peasant.mus,Tweek,03/04/87
43,SID CLASSICAL/THEME Romantic and 20th Century,Prelude Lohengrin,prelude iii.mus,Gustave,10/08/86
44,SID CLASSICAL/THEME Romantic and 20th Century,PreludeCMaj-Bach,prelude.mus,BSAVE,10/02/86
44,SID CLASSICAL/THEME Romantic and 20th Century,Spinning Song,spinsong.mus,Puff Adder,03/01/87
44,SID CLASSICAL/THEME Romantic and 20th Century,Sports and Diversions,satie.sda,Srsinc,02/13/87
44,SID CLASSICAL/THEME Romantic and 20th Century,Typewriter-Leroy Anderson,typewriter.mus,Carole d,01/31/87
44,SID CLASSICAL/THEME Romantic and 20th Century,ValseChrmatqu-Czerny,chromatique.mus,Jabba Hutt,10/05/86
44,SID CLASSICAL/THEME Romantic and 20th Century,Vision Fugitive XVI,vf xvi.mus,Mr MiSki,02/26/87
44,SID CLASSICAL/THEME Romantic and 20th Century,WaltzAMin-Grieg,waltz-a-min.mus,Terryw,10/05/86
44,SID CLASSICAL/THEME Opera,"Beat Me,Beat Me-Mozart",batti.mus,Gustave,12/07/86
44,SID CLASSICAL/THEME Opera,Bird Song from Pagllacci,bird song.mus,Gustave,03/10/87
44,SID CLASSICAL/THEME Opera,Lohengrin (Bridal) -Wagne,prelude iii.mus,Gustave,11/22/86
44,SID CLASSICAL/THEME Opera,Mephisto's Serenade/Faust,mephisto.mus,Gustave,12/10/86
44,SID CLASSICAL/THEME Ragtime,Alabama Rag-Amella/J.Lamb,alabama.mus,John r,01/13/87
44,SID CLASSICAL/THEME Ragtime,Bohemia Rag-Joseph Lamb,bohemia.mus,John r,01/13/87
44,SID CLASSICAL/THEME Ragtime,Dizzy Fingers -Confrey,dizzyfingers.mus,John r,10/12/86
44,SID CLASSICAL/THEME Ragtime,Entertainer-Joplin,entertainer.mus,John r,01/13/87
44,SID CLASSICAL/THEME Ragtime,Entertainers Rag,entrtnrs rag.mus,Collecting,01/14/87
44,SID CLASSICAL/THEME Ragtime,K.P.Stomp-JellyRollMorton,k.p.stomp.mus,Joef9,11/01/86
44,SID CLASSICAL/THEME Ragtime,Maple Leaf Rag,maple.mus,ZAK3,01/09/87
44,SID CLASSICAL/THEME Ragtime,The Entertainer * Bob Huf,entertain.mus,SYSOP JON,01/07/87
44,SID CLASSICAL/THEME Ragtime,The Entertainer * Daspf,entertain.mus,Daspf,01/06/87
44,SID CLASSICAL/THEME Ragtime,Tom Cat on Keys - Zurke,tomcat.mus,John r,10/02/86
44,SID CLASSICAL/THEME Holiday and Religious,Amazing Grace,amazing.mus,StephenC1,12/04/86
44,SID CLASSICAL/THEME Holiday and Religious,Battle Hymn of the Republ,battle hymn.mus,Marvin1,02/14/87
44,SID CLASSICAL/THEME Holiday and Religious,CURVEs Xmas Album,xmas album,CURVE,12/14/86
44,SID CLASSICAL/THEME Holiday and Religious,Home for The Holidays,home/holiday.mus,NickZ,10/22/86
44,SID CLASSICAL/THEME Holiday and Religious,Jingle Bell Rock,jingle rock.mus,Carole d,12/05/86
44,SID CLASSICAL/THEME Holiday and Religious,Look To The Rainbow-StPat,look-rainbow.sal,Terryw,03/04/87
44,SID CLASSICAL/THEME Holiday and Religious,Mrs.Murphy's Chowder,murphy.mus,StephenC1,01/31/87
44,SID CLASSICAL/THEME Holiday and Religious,Provencial Xmas Song,provnsong.mus,Lyric,12/07/86
44,SID CLASSICAL/THEME Holiday and Religious,Semper Fidelis -Sousa,semper fidel.mus,Les H1,02/21/87
44,SID CLASSICAL/THEME Holiday and Religious,Sleigh Ride - Anderson,sleigh ride.mus,Gustave,01/03/86
44,SID CLASSICAL/THEME Holiday and Religious,Sleigh Ride-L.Anderson,sleigh ride.mus,King Joyse,12/18/86
44,SID CLASSICAL/THEME Holiday and Religious,Stars & Stripes - Sousa,starsstripes.mus,Joef9,11/30/86
44,SID CLASSICAL/THEME Holiday and Religious,Stars & Stripes by Sousa,stars/stripe.mus,Les H1,11/12/86
44,SID CLASSICAL/THEME Holiday and Religious,The Irish Wedding,wedding.mus,StephenC1,01/31/87
44,SID CLASSICAL/THEME Holiday and Religious,The Mulligan Guard,mulligan.1.mus,StephenC1,01/31/87
44,SID CLASSICAL/THEME Holiday and Religious,Whence-French Carol,whence.mus,Lyric,12/07/86
44,SID CLASSICAL/THEME Holiday and Religious,Xmas Album by CURVE,xmas album,CURVE,11/29/86
44,SID CLASSICAL/THEME Movie/TV Theme,2 Star Wars Themes,starthemes.mus,Terryw,10/22/86
44,SID CLASSICAL/THEME Movie/TV Theme,76 Trombones,trombones.mus,RonS14,12/27/86
44,SID CLASSICAL/THEME Movie/TV Theme,A Time For Us-Romeo&Julie,time for us.mus,Yoda Dayve,11/30/86
44,SID CLASSICAL/THEME Movie/TV Theme,Age Of Aquarius from Hair,aquarius.mus,Fwp,11/06/86
44,SID CLASSICAL/THEME Movie/TV Theme,Age of Aquarius from Hair,aquarius.mus,Thievco,11/15/86
44,SID CLASSICAL/THEME Movie/TV Theme,Anywhere/Hrt Goes/Meggies,meggiestheme.mus,Patience1,10/21/86
44,SID CLASSICAL/THEME Movie/TV Theme,AxelF/Beverly Hills Cop,axle f.f.mus,Sly Spy,01/18/87
44,SID CLASSICAL/THEME Movie/TV Theme,Baby Elephant Walk,baby elef.mus,Brutus3,12/27/86
44,SID CLASSICAL/THEME Movie/TV Theme,Batman Theme,batman.mus,NickZ,01/18/87
44,SID CLASSICAL/THEME Movie/TV Theme,Ben Hur Chariot Race Marc,ben hur char.mus,King Joyse,12/18/86
44,SID CLASSICAL/THEME Movie/TV Theme,Born Free,bomfree.mus,SYSOP JON,01/07/87
44,SID CLASSICAL/THEME Movie/TV Theme,Chariots Of Fire-Vangelis,chariots.mus,SYSOP JON,01/07/87
44,SID CLASSICAL/THEME Movie/TV Theme,Disney Main St Elec.Parad,elp.mus,Diz Cop,12/16/86
44,SID CLASSICAL/THEME Movie/TV Theme,Emmeline/Biue Lagoon Them,emmeline.mus,Patience1,10/21/86
44,SID CLASSICAL/THEME Movie/TV Theme,Evergreen,evergreen.mus,Mr MiSki,01/30/87
44,SID CLASSICAL/THEME Movie/TV Theme,HELP from Beatles movie,help.mus,Sebas Hill,12/15/86
44,SID CLASSICAL/THEME Movie/TV Theme,Holding Out for a Hero,hero.rmx.mus,In Xanadu,02/01/87
44,SID CLASSICAL/THEME Movie/TV Theme,It's a Small World,smallwld/rmx.mus,Diz Cop,10/12/86
44,SID CLASSICAL/THEME Movie/TV Theme,Lapti Nek,lapti nek.mus,Chardro,12/27/86
44,SID CLASSICAL/THEME Movie/TV Theme,Linus and Lucy,linus/lucy.mus,Chardro,12/27/86
44,SID CLASSICAL/THEME Movie/TV Theme,Live and Let Die,live/let die.mus,Chardro,12/27/86
45,SID CLASSICAL/THEME Movie/TV Theme,MacGyver Theme,macgyver.mus,DanF3,10/27/86
45,SID CLASSICAL/THEME Movie/TV Theme,MacGyver Theme/Remixed,macgyver/rmx.mus,Jimbob2,01/03/87
45,SID CLASSICAL/THEME Movie/TV Theme,"Mah-na, Mah-na (muppets)",mah-na.mus,NickZ,03/01/87
45,SID CLASSICAL/THEME Movie/TV Theme,MiamiVice-Hammer,miami vice.mus,Big T Cat,10/08/86
45,SID CLASSICAL/THEME Movie/TV Theme,NBC News-J.Williams,nbc news.mus,NickZ,10/02/86
45,SID CLASSICAL/THEME Movie/TV Theme,Nadia's Theme,nadia.mus,SYSOP JON,01/07/87
45,SID CLASSICAL/THEME Movie/TV Theme,Olympic Fanfare,olympic.mus,Dan Hays,02/19/87
45,SID CLASSICAL/THEME Movie/TV Theme,Once Upon A Time,ez3-onceupon.mus,Terryw,01/18/87
45,SID CLASSICAL/THEME Movie/TV Theme,One Day At A Time Theme,one day/time.mus,Joef9,10/31/86
45,SID CLASSICAL/THEME Movie/TV Theme,One Tin Soldier,billy-jack.mus,Terryw,10/05/86
45,SID CLASSICAL/THEME Movie/TV Theme,Over The Rainbow,wizard.mus,Thievco,11/15/86
45,SID CLASSICAL/THEME Movie/TV Theme,Raindrop Keep Fallin',raindrops.mus,Chardro,12/27/86
45,SID CLASSICAL/THEME Movie/TV Theme,Rockford Files Theme,rockford.mus,Biff Scarf,11/22/86
45,SID CLASSICAL/THEME Movie/TV Theme,Rockford Files*GaryO,rockford.mus,Bobbye,02/08/87
45,SID CLASSICAL/THEME Movie/TV Theme,Rocky Horror (ARCed),roc/horror.arc,FritzDeCat,11/11/86
45,SID CLASSICAL/THEME Movie/TV Theme,Runaway - Crime Story The,runaway.mus,Nomad9,03/02/87
45,SID CLASSICAL/THEME Movie/TV Theme,"Sing, Sing A Song",sing.mus,Terryw,01/31/87
45,SID CLASSICAL/THEME Movie/TV Theme,Somewhere My Love*KennyJr,somewhere.mus,KennyJr,02/07/87
45,SID CLASSICAL/THEME Movie/TV Theme,St.Elmos Fire*NickZ,stelmo/love.mus,NickZ,02/08/87
45,SID CLASSICAL/THEME Movie/TV Theme,Star Wars/Imp March,sw/imp march.mus,Chardro,12/27/86
45,SID CLASSICAL/THEME Movie/TV Theme,Summer Place Theme,summer/place.mus,Yoda Dayve,11/19/86
45,SID CLASSICAL/THEME Movie/TV Theme,Surry/Fringe On Top,surrey.mus,Joef9,10/31/86
